Time,Channel D
(us),(mV)

0.00000000,-7.87401500
0.00080000,-7.08661400
0.00160000,-6.29921200
0.00240000,-5.11811000
0.00320000,-4.33070900
0.00400000,-2.36220500
0.00480000,0.00000000
0.00560000,1.18110200
0.00640000,2.75590500
0.00720000,4.72440900
0.00800000,6.69291300
0.00880000,8.26771600
0.00960000,10.23622000
0.01040000,11.02362000
0.01120000,11.02362000
0.01200000,11.41732000
0.01280000,11.81102000
0.01360000,13.38583000
0.01440000,15.35433000
0.01520000,16.92913000
0.01600000,17.71653000
0.01680000,18.50394000
0.01760000,19.68504000
0.01840000,20.47244000
0.01920000,21.25984000
0.02000000,21.25984000
0.02080000,20.86614000
0.02160000,20.86614000
0.02240000,20.47244000
0.02320000,20.47244000
0.02400000,21.65354000
0.02480000,22.44094000
0.02560000,23.22835000
0.02640000,23.62205000
0.02720000,22.83464000
0.02800000,21.25984000
0.02880000,19.68504000
0.02960000,18.50394000
0.03040000,17.32283000
0.03120000,16.53543000
0.03200000,15.74803000
0.03280000,15.35433000
0.03360000,13.77953000
0.03440000,14.17323000
0.03520000,13.77953000
0.03600000,13.38583000
0.03680000,12.59842000
0.03760000,11.02362000
0.03840000,8.26771600
0.03920000,5.51181100
0.04000000,3.54330700
0.04080000,1.57480300
0.04160000,0.39370070
0.04240000,-1.18110200
0.04320000,-2.36220500
0.04400000,-2.75590500
0.04480000,-3.54330700
0.04560000,-4.72440900
0.04640000,-5.51181100
0.04720000,-7.48031400
0.04800000,-9.44881800
0.04880000,-11.41732000
0.04960000,-14.56693000
0.05040000,-16.53543000
0.05120000,-17.71653000
0.05200000,-18.11024000
0.05280000,-17.71653000
0.05360000,-17.71653000
0.05440000,-17.32283000
0.05520000,-18.50394000
0.05600000,-20.07874000
0.05680000,-21.25984000
0.05760000,-22.04724000
0.05840000,-22.83464000
0.05920000,-23.62205000
0.06000000,-25.19685000
0.06080000,-25.59055000
0.06160000,-25.19685000
0.06240000,-24.01575000
0.06320000,-22.83464000
0.06400000,-21.25984000
0.06480000,-20.07874000
0.06560000,-19.68504000
0.06640000,-19.68504000
0.06720000,-19.68504000
0.06800000,-20.07874000
0.06880000,-20.07874000
0.06960000,-18.89764000
0.07040000,-17.32283000
0.07120000,-15.74803000
0.07200000,-14.56693000
0.07280000,-12.99213000
0.07360000,-10.62992000
0.07440000,-8.66141700
0.07520000,-6.69291300
0.07600000,-5.11811000
0.07680000,-4.33070900
0.07760000,-3.93700800
0.07840000,-3.93700800
0.07920000,-3.14960600
0.08000000,-1.18110200
0.08080000,1.57480300
0.08160000,3.93700800
0.08240000,6.69291300
0.08320000,8.66141700
0.08400000,11.02362000
0.08480000,12.20472000
0.08560000,12.99213000
0.08640000,13.77953000
0.08720000,14.56693000
0.08800000,16.14173000
0.08880000,16.14173000
0.08960000,16.53543000
0.09040000,17.32283000
0.09120000,19.29134000
0.09200000,21.25984000
0.09280000,22.83464000
0.09360000,24.40945000
0.09440000,24.80315000
0.09520000,24.40945000
0.09600000,24.40945000
0.09680000,24.40945000
0.09760000,24.80315000
0.09840000,25.19685000
0.09920000,24.40945000
0.10000000,23.22835000
0.10080000,22.44094000
0.10160000,22.44094000
0.10240000,22.44094000
0.10320000,22.44094000
0.10400000,21.65354000
0.10480000,20.86614000
0.10560000,19.29134000
0.10640000,17.32283000
0.10720000,15.35433000
0.10800000,14.96063000
0.10880000,14.56693000
0.10960000,14.17323000
0.11040000,12.59842000
0.11120000,10.62992000
0.11200000,8.66141700
0.11280000,6.69291300
0.11360000,5.51181100
0.11440000,4.72440900
0.11520000,2.75590500
0.11600000,0.39370070
0.11680000,-2.75590500
0.11760000,-5.11811000
0.11840000,-6.69291300
0.11920000,-7.08661400
0.12000000,-7.48031400
0.12080000,-8.66141700
0.12160000,-9.84251900
0.12240000,-12.20472000
0.12320000,-14.17323000
0.12400000,-15.74803000
0.12480000,-16.92913000
0.12560000,-17.71653000
0.12640000,-18.50394000
0.12720000,-20.07874000
0.12800000,-22.04724000
0.12880000,-24.01575000
0.12960000,-24.40945000
0.13040000,-24.01575000
0.13120000,-23.62205000
0.13200000,-23.62205000
0.13280000,-24.40945000
0.13360000,-25.98425000
0.13440000,-26.77165000
0.13520000,-26.77165000
0.13600000,-25.59055000
0.13680000,-24.80315000
0.13760000,-23.62205000
0.13840000,-23.22835000
0.13920000,-22.83464000
0.14000000,-22.04724000
0.14080000,-21.25984000
0.14160000,-19.68504000
0.14240000,-18.50394000
0.14320000,-17.32283000
0.14400000,-16.92913000
0.14480000,-16.53543000
0.14560000,-15.74803000
0.14640000,-13.77953000
0.14720000,-11.81102000
0.14800000,-9.44881800
0.14880000,-7.87401500
0.14960000,-5.51181100
0.15040000,-4.33070900
0.15120000,-2.75590500
0.15200000,-0.78740150
0.15280000,1.18110200
0.15360000,3.54330700
0.15440000,4.72440900
0.15520000,5.90551100
0.15600000,6.69291300
0.15680000,7.87401500
0.15760000,9.44881800
0.15840000,11.41732000
0.15920000,13.38583000
0.16000000,15.35433000
0.16080000,16.53543000
0.16160000,17.71653000
0.16240000,19.29134000
0.16320000,20.47244000
0.16400000,22.04724000
0.16480000,22.83464000
0.16560000,24.01575000
0.16640000,24.40945000
0.16720000,24.01575000
0.16800000,23.22835000
0.16880000,23.22835000
0.16960000,23.62205000
0.17040000,24.01575000
0.17120000,24.80315000
0.17200000,25.59055000
0.17280000,25.19685000
0.17360000,24.80315000
0.17440000,24.80315000
0.17520000,24.01575000
0.17600000,23.62205000
0.17680000,22.04724000
0.17760000,20.07874000
0.17840000,17.71653000
0.17920000,15.74803000
0.18000000,14.56693000
0.18080000,14.17323000
0.18160000,14.17323000
0.18240000,13.77953000
0.18320000,12.20472000
0.18400000,11.02362000
0.18480000,9.05511800
0.18560000,7.48031400
0.18640000,6.29921200
0.18720000,5.11811000
0.18800000,2.75590500
0.18880000,0.00000000
0.18960000,-3.14960600
0.19040000,-6.29921200
0.19120000,-7.87401500
0.19200000,-8.66141700
0.19280000,-9.05511800
0.19360000,-9.44881800
0.19440000,-10.23622000
0.19520000,-11.81102000
0.19600000,-13.77953000
0.19680000,-14.96063000
0.19760000,-15.74803000
0.19840000,-16.53543000
0.19920000,-17.71653000
0.20000000,-19.68504000
0.20080000,-22.04724000
0.20160000,-22.83464000
0.20240000,-22.44094000
0.20320000,-22.04724000
0.20400000,-21.25984000
0.20480000,-22.04724000
0.20560000,-23.22835000
0.20640000,-24.40945000
0.20720000,-25.59055000
0.20800000,-25.19685000
0.20880000,-23.62205000
0.20960000,-22.44094000
0.21040000,-21.25984000
0.21120000,-22.04724000
0.21200000,-21.25984000
0.21280000,-20.07874000
0.21360000,-18.11024000
0.21440000,-16.53543000
0.21520000,-15.35433000
0.21600000,-14.96063000
0.21680000,-16.14173000
0.21760000,-16.53543000
0.21840000,-15.35433000
0.21920000,-13.77953000
0.22000000,-11.41732000
0.22080000,-9.44881800
0.22160000,-9.05511800
0.22240000,-7.87401500
0.22320000,-6.69291300
0.22400000,-4.33070900
0.22480000,-1.96850400
0.22560000,0.00000000
0.22640000,1.96850400
0.22720000,2.75590500
0.22800000,3.54330700
0.22880000,4.33070900
0.22960000,5.51181100
0.23040000,7.48031400
0.23120000,9.44881800
0.23200000,11.41732000
0.23280000,12.59842000
0.23360000,13.77953000
0.23440000,14.56693000
0.23520000,16.53543000
0.23600000,18.89764000
0.23680000,20.86614000
0.23760000,22.04724000
0.23840000,22.44094000
0.23920000,22.04724000
0.24000000,21.65354000
0.24080000,20.86614000
0.24160000,20.86614000
0.24240000,20.47244000
0.24320000,20.07874000
0.24400000,20.47244000
0.24480000,20.47244000
0.24560000,21.25984000
0.24640000,22.44094000
0.24720000,22.83464000
0.24800000,23.62205000
0.24880000,23.62205000
0.24960000,22.83464000
0.25040000,21.65354000
0.25120000,20.47244000
0.25200000,18.11024000
0.25280000,16.14173000
0.25360000,14.56693000
0.25440000,13.77953000
0.25520000,12.59842000
0.25600000,11.81102000
0.25680000,11.02362000
0.25760000,11.02362000
0.25840000,10.62992000
0.25920000,10.23622000
0.26000000,9.05511800
0.26080000,7.08661400
0.26160000,3.54330700
0.26240000,1.18110200
0.26320000,-1.57480300
0.26400000,-3.14960600
0.26480000,-3.93700800
0.26560000,-3.93700800
0.26640000,-4.33070900
0.26720000,-6.29921200
0.26800000,-8.26771600
0.26880000,-11.02362000
0.26960000,-12.59842000
0.27040000,-14.17323000
0.27120000,-15.35433000
0.27200000,-16.92913000
0.27280000,-18.50394000
0.27360000,-20.07874000
0.27440000,-20.07874000
0.27520000,-19.68504000
0.27600000,-17.32283000
0.27680000,-16.14173000
0.27760000,-16.53543000
0.27840000,-17.71653000
0.27920000,-18.89764000
0.28000000,-20.47244000
0.28080000,-21.25984000
0.28160000,-22.04724000
0.28240000,-23.62205000
0.28320000,-24.40945000
0.28400000,-24.40945000
0.28480000,-24.01575000
0.28560000,-21.65354000
0.28640000,-19.29134000
0.28720000,-17.32283000
0.28800000,-16.14173000
0.28880000,-16.14173000
0.28960000,-17.71653000
0.29040000,-18.50394000
0.29120000,-18.11024000
0.29200000,-17.32283000
0.29280000,-15.74803000
0.29360000,-14.56693000
0.29440000,-12.59842000
0.29520000,-11.81102000
0.29600000,-9.84251900
0.29680000,-6.69291300
0.29760000,-4.33070900
0.29840000,-2.75590500
0.29920000,-1.96850400
0.30000000,-1.96850400
0.30080000,-2.75590500
0.30160000,-1.57480300
0.30240000,0.00000000
0.30320000,2.36220500
0.30400000,5.11811000
0.30480000,7.87401500
0.30560000,10.23622000
0.30640000,12.20472000
0.30720000,14.17323000
0.30800000,15.35433000
0.30880000,15.74803000
0.30960000,15.74803000
0.31040000,14.96063000
0.31120000,14.17323000
0.31200000,14.56693000
0.31280000,14.56693000
0.31360000,16.14173000
0.31440000,18.50394000
0.31520000,20.86614000
0.31600000,22.44094000
0.31680000,23.62205000
0.31760000,23.62205000
0.31840000,23.62205000
0.31920000,23.22835000
0.32000000,22.44094000
0.32080000,22.04724000
0.32160000,21.25984000
0.32240000,21.65354000
0.32320000,22.04724000
0.32400000,22.44094000
0.32480000,22.83464000
0.32560000,22.83464000
0.32640000,22.04724000
0.32720000,21.25984000
0.32800000,19.68504000
0.32880000,17.32283000
0.32960000,14.96063000
0.33040000,12.99213000
0.33120000,11.41732000
0.33200000,11.02362000
0.33280000,10.23622000
0.33360000,9.84251900
0.33440000,8.66141700
0.33520000,7.48031400
0.33600000,6.29921200
0.33680000,5.11811000
0.33760000,3.54330700
0.33840000,1.57480300
0.33920000,-1.18110200
0.34000000,-3.93700800
0.34080000,-6.29921200
0.34160000,-7.87401500
0.34240000,-9.05511800
0.34320000,-10.23622000
0.34400000,-11.02362000
0.34480000,-12.59842000
0.34560000,-14.17323000
0.34640000,-15.35433000
0.34720000,-16.53543000
0.34800000,-17.32283000
0.34880000,-18.50394000
0.34960000,-18.89764000
0.35040000,-19.68504000
0.35120000,-20.86614000
0.35200000,-21.65354000
0.35280000,-22.04724000
0.35360000,-22.44094000
0.35440000,-22.04724000
0.35520000,-22.83464000
0.35600000,-24.01575000
0.35680000,-25.19685000
0.35760000,-25.98425000
0.35840000,-26.37795000
0.35920000,-25.98425000
0.36000000,-24.80315000
0.36080000,-22.83464000
0.36160000,-22.04724000
0.36240000,-20.47244000
0.36320000,-18.50394000
0.36400000,-18.11024000
0.36480000,-16.92913000
0.36560000,-16.14173000
0.36640000,-15.35433000
0.36720000,-14.56693000
0.36800000,-13.77953000
0.36880000,-12.99213000
0.36960000,-11.81102000
0.37040000,-10.23622000
0.37120000,-7.87401500
0.37200000,-6.69291300
0.37280000,-5.90551100
0.37360000,-4.72440900
0.37440000,-3.93700800
0.37520001,-1.96850400
0.37600001,-0.39370070
0.37680001,1.96850400
0.37760001,4.33070900
0.37840001,5.90551100
0.37920001,8.26771600
0.38000001,10.23622000
0.38080001,12.20472000
0.38160001,13.77953000
0.38240001,15.35433000
0.38320001,15.74803000
0.38400001,15.74803000
0.38480001,16.14173000
0.38560001,16.53543000
0.38640001,17.71653000
0.38720001,19.29134000
0.38800001,20.47244000
0.38880001,21.65354000
0.38960001,22.83464000
0.39040001,24.01575000
0.39120001,24.40945000
0.39200001,24.40945000
0.39280001,24.80315000
0.39360001,24.80315000
0.39440001,24.80315000
0.39520001,24.40945000
0.39600001,23.62205000
0.39680001,22.44094000
0.39760001,22.04724000
0.39840001,21.65354000
0.39920001,21.25984000
0.40000001,20.07874000
0.40080001,19.68504000
0.40160001,18.50394000
0.40240001,17.71653000
0.40320001,16.53543000
0.40400001,15.35433000
0.40480001,13.77953000
0.40560001,12.99213000
0.40640001,11.81102000
0.40720001,11.02362000
0.40800001,9.44881800
0.40880001,8.26771600
0.40960001,6.29921200
0.41040001,4.33070900
0.41120001,2.36220500
0.41200001,0.00000000
0.41280001,-1.96850400
0.41360001,-4.33070900
0.41440001,-5.90551100
0.41520001,-7.87401500
0.41600001,-9.05511800
0.41680001,-9.84251900
0.41760001,-11.02362000
0.41840001,-12.20472000
0.41920001,-13.77953000
0.42000001,-14.96063000
0.42080001,-16.53543000
