Time,Channel D
(us),(mV)

0.00000000,18.89764000
0.00080000,19.68504000
0.00160000,21.25984000
0.00240000,22.44094000
0.00320000,23.62205000
0.00400000,24.40945000
0.00480000,25.59055000
0.00560000,25.98425000
0.00640000,26.77165000
0.00720000,26.77165000
0.00800000,25.59055000
0.00880000,24.40945000
0.00960000,23.62205000
0.01040000,22.04724000
0.01120000,22.04724000
0.01200000,22.04724000
0.01280000,22.83464000
0.01360000,23.62205000
0.01440000,23.62205000
0.01520000,24.01575000
0.01600000,23.22835000
0.01680000,22.44094000
0.01760000,21.65354000
0.01840000,18.89764000
0.01920000,16.14173000
0.02000000,12.99213000
0.02080000,10.62992000
0.02160000,9.05511800
0.02240000,7.87401500
0.02320000,7.08661400
0.02400000,6.69291300
0.02480000,5.90551100
0.02560000,3.93700800
0.02640000,1.96850400
0.02720000,0.00000000
0.02800000,-1.96850400
0.02880000,-4.33070900
0.02960000,-6.69291300
0.03040000,-8.66141700
0.03120000,-9.44881800
0.03200000,-10.62992000
0.03280000,-11.02362000
0.03360000,-11.41732000
0.03440000,-12.59842000
0.03520000,-14.56693000
0.03600000,-16.92913000
0.03680000,-20.47244000
0.03760000,-23.22835000
0.03840000,-25.19685000
0.03920000,-26.37795000
0.04000000,-26.77165000
0.04080000,-26.77165000
0.04160000,-26.37795000
0.04240000,-24.80315000
0.04320000,-23.62205000
0.04400000,-22.04724000
0.04480000,-21.25984000
0.04560000,-22.04724000
0.04640000,-23.62205000
0.04720000,-25.59055000
0.04800000,-27.55905000
0.04880000,-28.34645000
0.04960000,-28.34645000
0.05040000,-27.16535000
0.05120000,-25.59055000
0.05200000,-23.62205000
0.05280000,-21.25984000
0.05360000,-18.50394000
0.05440000,-16.53543000
0.05520000,-15.35433000
0.05600000,-14.96063000
0.05680000,-14.96063000
0.05760000,-14.96063000
0.05840000,-14.96063000
0.05920000,-13.77953000
0.06000000,-12.20472000
0.06080000,-9.44881800
0.06160000,-6.29921200
0.06240000,-3.14960600
0.06320000,0.39370070
0.06400000,3.54330700
0.06480000,4.72440900
0.06560000,5.51181100
0.06640000,5.90551100
0.06720000,6.29921200
0.06800000,6.69291300
0.06880000,8.26771600
0.06960000,10.23622000
0.07040000,12.99213000
0.07120000,16.14173000
0.07200000,18.89764000
0.07280000,21.65354000
0.07360000,22.83464000
0.07440000,24.01575000
0.07520000,24.80315000
0.07600000,24.01575000
0.07680000,23.62205000
0.07760000,23.22835000
0.07840000,23.62205000
0.07920000,24.80315000
0.08000000,25.98425000
0.08080000,27.55905000
0.08160000,28.74015000
0.08240000,29.52756000
0.08320000,29.92126000
0.08400000,29.52756000
0.08480000,29.13386000
0.08560000,27.95275000
0.08640000,25.98425000
0.08720000,24.01575000
0.08800000,22.04724000
0.08880000,20.86614000
0.08960000,20.86614000
0.09040000,20.86614000
0.09120000,21.25984000
0.09200000,20.47244000
0.09280000,19.29134000
0.09360000,17.32283000
0.09440000,15.74803000
0.09520000,14.17323000
0.09600000,12.59842000
0.09680000,10.23622000
0.09760000,7.48031400
0.09840000,4.33070900
0.09920000,1.96850400
0.10000000,0.78740150
0.10080000,0.39370070
0.10160000,-0.78740150
0.10240000,-2.36220500
0.10320000,-5.11811000
0.10400000,-8.66141700
0.10480000,-11.41732000
0.10560000,-12.99213000
0.10640000,-13.77953000
0.10720000,-14.96063000
0.10800000,-16.53543000
0.10880000,-18.89764000
0.10960000,-20.86614000
0.11040000,-22.44094000
0.11120000,-22.83464000
0.11200000,-24.01575000
0.11280000,-25.19685000
0.11360000,-26.77165000
0.11440000,-28.74015000
0.11520000,-29.92126000
0.11600000,-29.92126000
0.11680000,-29.52756000
0.11760000,-28.34645000
0.11840000,-27.55905000
0.11920000,-27.95275000
0.12000000,-27.95275000
0.12080000,-28.34645000
0.12160000,-27.95275000
0.12240000,-27.16535000
0.12320000,-26.77165000
0.12400000,-26.37795000
0.12480000,-26.37795000
0.12560000,-25.98425000
0.12640000,-25.19685000
0.12720000,-23.22835000
0.12800000,-20.07874000
0.12880000,-17.32283000
0.12960000,-15.74803000
0.13040000,-14.56693000
0.13120000,-14.56693000
0.13200000,-13.77953000
0.13280000,-12.20472000
0.13360000,-9.84251900
0.13440000,-7.08661400
0.13520000,-4.72440900
0.13600000,-2.36220500
0.13680000,0.39370070
0.13760000,2.36220500
0.13840000,5.11811000
0.13920000,7.08661400
0.14000000,8.66141700
0.14080000,10.23622000
0.14160000,10.23622000
0.14240000,11.02362000
0.14320000,12.20472000
0.14400000,14.17323000
0.14480000,16.14173000
0.14560000,19.29134000
0.14640000,22.04724000
0.14720000,24.80315000
0.14800000,25.98425000
0.14880000,27.16535000
0.14960000,27.55905000
0.15040000,27.95275000
0.15120000,27.16535000
0.15200000,26.37795000
0.15280000,26.37795000
0.15360000,25.98425000
0.15440000,25.98425000
0.15520000,26.77165000
0.15600000,28.34645000
0.15680000,29.52756000
0.15760000,30.70866000
0.15840000,30.70866000
0.15920000,29.92126000
0.16000000,27.95275000
0.16080000,25.98425000
0.16160000,24.40945000
0.16240000,23.22835000
0.16320000,22.44094000
0.16400000,21.25984000
0.16480000,19.29134000
0.16560000,17.71653000
0.16640000,16.14173000
0.16720000,15.74803000
0.16800000,14.96063000
0.16880000,13.77953000
0.16960000,11.41732000
0.17040000,7.87401500
0.17120000,4.72440900
0.17200000,1.96850400
0.17280000,0.00000000
0.17360000,-0.78740150
0.17440000,-2.36220500
0.17520000,-3.54330700
0.17600000,-5.51181100
0.17680000,-7.48031400
0.17760000,-9.44881800
0.17840000,-11.02362000
0.17920000,-12.20472000
0.18000000,-14.17323000
0.18080000,-16.92913000
0.18160000,-19.68504000
0.18240000,-22.44094000
0.18320000,-24.01575000
0.18400000,-24.80315000
0.18480000,-24.40945000
0.18560000,-24.40945000
0.18640000,-24.80315000
0.18720000,-25.19685000
0.18800000,-25.98425000
0.18880000,-25.59055000
0.18960000,-25.59055000
0.19040000,-26.37795000
0.19120000,-27.55905000
0.19200000,-29.13386000
0.19280000,-31.10236000
0.19360000,-31.49606000
0.19440000,-29.92126000
0.19520000,-27.95275000
0.19600000,-26.37795000
0.19680000,-24.80315000
0.19760000,-24.01575000
0.19840000,-24.40945000
0.19920000,-23.62205000
0.20000000,-22.04724000
0.20080000,-20.07874000
0.20160000,-17.71653000
0.20240000,-16.53543000
0.20320000,-16.14173000
0.20400000,-16.14173000
0.20480000,-14.56693000
0.20560000,-12.59842000
0.20640000,-9.84251900
0.20720000,-6.29921200
0.20800000,-3.14960600
0.20880000,-1.57480300
0.20960000,0.00000000
0.21040000,1.18110200
0.21120000,3.14960600
0.21200000,5.11811000
0.21280000,5.90551100
0.21360000,7.08661400
0.21440000,8.26771600
0.21520000,9.44881800
0.21600000,11.81102000
0.21680000,14.96063000
0.21760000,17.71653000
0.21840000,20.07874000
0.21920000,21.65354000
0.22000000,22.04724000
0.22080000,22.04724000
0.22160000,22.04724000
0.22240000,21.65354000
0.22320000,22.04724000
0.22400000,23.22835000
0.22480000,23.62205000
0.22560000,24.01575000
0.22640000,25.19685000
0.22720000,26.77165000
0.22800000,28.34645000
0.22880000,29.52756000
0.22960000,29.13386000
0.23040000,27.95275000
0.23120000,26.37795000
0.23200000,25.19685000
0.23280000,24.40945000
0.23360000,23.22835000
0.23440000,22.44094000
0.23520000,22.04724000
0.23600000,21.65354000
0.23680000,21.25984000
0.23760000,20.86614000
0.23840000,20.47244000
0.23920000,18.89764000
0.24000000,17.71653000
0.24080000,16.14173000
0.24160000,13.77953000
0.24240000,11.02362000
0.24320000,8.26771600
0.24400000,5.51181100
0.24480000,3.93700800
0.24560000,3.14960600
0.24640000,2.75590500
0.24720000,2.36220500
0.24800000,1.18110200
0.24880000,-0.78740150
0.24960000,-2.36220500
0.25040000,-4.33070900
0.25120000,-6.69291300
0.25200000,-8.26771600
0.25280000,-10.62992000
0.25360000,-13.38583000
0.25440000,-16.14173000
0.25520000,-18.11024000
0.25600000,-18.89764000
0.25680000,-18.89764000
0.25760000,-18.50394000
0.25840000,-18.11024000
0.25920000,-19.68504000
0.26000000,-22.04724000
0.26080000,-24.40945000
0.26160000,-25.98425000
0.26240000,-25.98425000
0.26320000,-25.98425000
0.26400000,-26.37795000
0.26480000,-27.16535000
0.26560000,-27.55905000
0.26640000,-27.95275000
0.26720000,-27.16535000
0.26800000,-25.59055000
0.26880000,-24.80315000
0.26960000,-24.40945000
0.27040000,-24.80315000
0.27120000,-25.19685000
0.27200000,-25.98425000
0.27280000,-25.19685000
0.27360000,-23.22835000
0.27440000,-22.04724000
0.27520000,-19.68504000
0.27600000,-18.11024000
0.27680000,-16.92913000
0.27760000,-15.35433000
0.27840000,-13.38583000
0.27920000,-11.81102000
0.28000000,-10.62992000
0.28080000,-9.84251900
0.28160000,-9.84251900
0.28240000,-8.66141700
0.28320000,-6.69291300
0.28400000,-3.93700800
0.28480000,-0.78740150
0.28560000,1.96850400
0.28640000,3.93700800
0.28720000,5.11811000
0.28800000,7.48031400
0.28880000,8.66141700
0.28960000,10.23622000
0.29040000,11.81102000
0.29120000,12.99213000
0.29200000,14.17323000
0.29280000,15.74803000
0.29360000,16.92913000
0.29440000,18.89764000
0.29520000,21.25984000
0.29600000,23.62205000
0.29680000,25.19685000
0.29760000,25.59055000
0.29840000,25.59055000
0.29920000,25.59055000
0.30000000,25.19685000
0.30080000,25.19685000
0.30160000,25.98425000
0.30240000,26.37795000
0.30320000,26.37795000
0.30400000,27.16535000
0.30480000,27.95275000
0.30560000,27.95275000
0.30640000,27.95275000
0.30720000,27.55905000
0.30800000,27.16535000
0.30880000,25.59055000
0.30960000,24.01575000
0.31040000,22.83464000
0.31120000,21.65354000
0.31200000,20.47244000
0.31280000,19.68504000
0.31360000,18.50394000
0.31440000,17.32283000
0.31520000,16.53543000
0.31600000,14.96063000
0.31680000,13.38583000
0.31760000,11.41732000
0.31840000,9.05511800
0.31920000,7.48031400
0.32000000,5.90551100
0.32080000,3.93700800
0.32160000,2.36220500
0.32240000,0.39370070
0.32320000,-1.96850400
0.32400000,-3.93700800
0.32480000,-5.90551100
0.32560000,-7.87401500
0.32640000,-9.84251900
0.32720000,-12.20472000
0.32800000,-13.77953000
0.32880000,-14.96063000
0.32960000,-16.53543000
0.33040000,-17.71653000
0.33120000,-18.89764000
0.33200000,-20.86614000
0.33280000,-22.83464000
0.33360000,-24.40945000
0.33440000,-25.98425000
0.33520000,-27.16535000
0.33600000,-27.55905000
0.33680000,-27.95275000
0.33760000,-27.95275000
0.33840000,-28.34645000
0.33920000,-28.34645000
0.34000000,-28.34645000
0.34080000,-27.55905000
0.34160000,-27.55905000
0.34240000,-27.55905000
0.34320000,-28.34645000
0.34400000,-29.13386000
0.34480000,-29.13386000
0.34560000,-29.13386000
0.34640000,-27.95275000
0.34720000,-25.98425000
0.34800000,-24.40945000
0.34880000,-22.04724000
0.34960000,-20.07874000
0.35040000,-18.50394000
0.35120000,-17.32283000
0.35200000,-15.35433000
0.35280000,-14.17323000
0.35360000,-13.77953000
0.35440000,-12.20472000
0.35520000,-11.02362000
0.35600000,-9.44881800
0.35680000,-7.08661400
0.35760000,-4.33070900
0.35840000,-1.18110200
0.35920000,1.96850400
0.36000000,4.72440900
0.36080000,6.69291300
0.36160000,8.66141700
0.36240000,9.44881800
0.36320000,10.62992000
0.36400000,11.81102000
0.36480000,12.99213000
0.36560000,14.17323000
0.36640000,16.14173000
0.36720000,18.50394000
0.36800000,21.25984000
0.36880000,24.01575000
0.36960000,25.98425000
0.37040000,27.55905000
0.37120000,27.95275000
0.37200000,27.55905000
0.37280000,27.55905000
0.37360000,27.16535000
0.37440000,26.37795000
0.37520001,26.77165000
0.37600001,27.55905000
0.37680001,28.74015000
0.37760001,30.31496000
0.37840001,31.49606000
0.37920001,31.49606000
0.38000001,31.49606000
0.38080001,30.31496000
0.38160001,28.74015000
0.38240001,26.77165000
0.38320001,24.80315000
0.38400001,22.83464000
0.38480001,22.04724000
0.38560001,20.86614000
0.38640001,19.68504000
0.38720001,19.68504000
0.38800001,18.89764000
0.38880001,18.11024000
0.38960001,16.53543000
0.39040001,14.17323000
0.39120001,11.02362000
0.39200001,8.26771600
0.39280001,5.11811000
0.39360001,2.36220500
0.39440001,0.39370070
0.39520001,-0.78740150
0.39600001,-1.96850400
0.39680001,-2.75590500
0.39760001,-3.54330700
0.39840001,-5.51181100
0.39920001,-7.08661400
0.40000001,-9.44881800
0.40080001,-12.20472000
0.40160001,-14.56693000
0.40240001,-16.92913000
0.40320001,-20.47244000
0.40400001,-22.44094000
0.40480001,-23.62205000
0.40560001,-24.40945000
0.40640001,-24.40945000
0.40720001,-24.01575000
0.40800001,-24.40945000
0.40880001,-24.80315000
0.40960001,-25.19685000
0.41040001,-26.77165000
0.41120001,-27.95275000
0.41200001,-29.13386000
0.41280001,-30.31496000
0.41360001,-31.49606000
0.41440001,-31.49606000
0.41520001,-30.31496000
0.41600001,-29.13386000
0.41680001,-27.55905000
0.41760001,-25.98425000
0.41840001,-25.59055000
0.41920001,-25.19685000
0.42000001,-24.80315000
