Time,Channel D
(us),(mV)

0.00000000,4.72440900
0.00080000,5.11811000
0.00160000,5.11811000
0.00240000,5.51181100
0.00320000,5.51181100
0.00400000,5.51181100
0.00480000,5.51181100
0.00560000,5.51181100
0.00640000,5.51181100
0.00720000,5.51181100
0.00800000,5.51181100
0.00880000,5.11811000
0.00960000,5.11811000
0.01040000,3.93700800
0.01120000,3.54330700
0.01200000,3.54330700
0.01280000,3.54330700
0.01360000,3.93700800
0.01440000,4.33070900
0.01520000,3.93700800
0.01600000,3.14960600
0.01680000,2.36220500
0.01760000,1.57480300
0.01840000,1.18110200
0.01920000,0.39370070
0.02000000,1.18110200
0.02080000,0.39370070
0.02160000,-0.39370070
0.02240000,-1.18110200
0.02320000,-2.36220500
0.02400000,-2.36220500
0.02480000,-1.96850400
0.02560000,-2.36220500
0.02640000,-2.75590500
0.02720000,-4.33070900
0.02800000,-5.51181100
0.02880000,-6.69291300
0.02960000,-6.29921200
0.03040000,-5.51181100
0.03120000,-5.11811000
0.03200000,-5.51181100
0.03280000,-6.29921200
0.03360000,-7.08661400
0.03440000,-7.48031400
0.03520000,-7.87401500
0.03600000,-6.69291300
0.03680000,-6.69291300
0.03760000,-7.08661400
0.03840000,-8.26771600
0.03920000,-9.44881800
0.04000000,-9.84251900
0.04080000,-9.05511800
0.04160000,-7.87401500
0.04240000,-5.90551100
0.04320000,-5.51181100
0.04400000,-5.90551100
0.04480000,-6.69291300
0.04560000,-6.29921200
0.04640000,-4.72440900
0.04720000,-2.75590500
0.04800000,-1.96850400
0.04880000,-2.36220500
0.04960000,-3.14960600
0.05040000,-4.33070900
0.05120000,-4.33070900
0.05200000,-3.14960600
0.05280000,-1.57480300
0.05360000,0.00000000
0.05440000,0.39370070
0.05520000,0.39370070
0.05600000,1.57480300
0.05680000,3.54330700
0.05760000,5.51181100
0.05840000,6.69291300
0.05920000,7.48031400
0.06000000,6.29921200
0.06080000,5.11811000
0.06160000,4.72440900
0.06240000,4.33070900
0.06320000,4.72440900
0.06400000,5.90551100
0.06480000,6.29921200
0.06560000,7.08661400
0.06640000,6.29921200
0.06720000,6.69291300
0.06800000,7.87401500
0.06880000,9.05511800
0.06960000,10.23622000
0.07040000,10.62992000
0.07120000,10.23622000
0.07200000,8.26771600
0.07280000,7.08661400
0.07360000,6.29921200
0.07440000,6.29921200
0.07520000,6.29921200
0.07600000,6.29921200
0.07680000,5.51181100
0.07760000,5.51181100
0.07840000,5.51181100
0.07920000,6.29921200
0.08000000,6.69291300
0.08080000,7.08661400
0.08160000,6.69291300
0.08240000,5.51181100
0.08320000,3.93700800
0.08400000,2.36220500
0.08480000,1.18110200
0.08560000,1.18110200
0.08640000,0.39370070
0.08720000,0.39370070
0.08800000,-0.78740150
0.08880000,-2.36220500
0.08960000,-3.93700800
0.09040000,-4.72440900
0.09120000,-5.11811000
0.09200000,-4.72440900
0.09280000,-4.33070900
0.09360000,-4.72440900
0.09440000,-5.11811000
0.09520000,-5.90551100
0.09600000,-6.69291300
0.09680000,-6.29921200
0.09760000,-6.29921200
0.09840000,-6.29921200
0.09920000,-6.69291300
0.10000000,-8.26771600
0.10080000,-9.44881800
0.10160000,-9.84251900
0.10240000,-9.44881800
0.10320000,-8.66141700
0.10400000,-7.87401500
0.10480000,-7.08661400
0.10560000,-7.08661400
0.10640000,-7.08661400
0.10720000,-6.29921200
0.10800000,-5.51181100
0.10880000,-4.72440900
0.10960000,-4.33070900
0.11040000,-5.51181100
0.11120000,-6.69291300
0.11200000,-7.87401500
0.11280000,-8.26771600
0.11360000,-7.48031400
0.11440000,-5.51181100
0.11520000,-3.93700800
0.11600000,-3.14960600
0.11680000,-2.36220500
0.11760000,-1.96850400
0.11840000,-1.18110200
0.11920000,-0.39370070
0.12000000,0.00000000
0.12080000,0.39370070
0.12160000,0.39370070
0.12240000,-0.39370070
0.12320000,-0.78740150
0.12400000,0.39370070
0.12480000,1.96850400
0.12560000,3.54330700
0.12640000,4.72440900
0.12720000,5.51181100
0.12800000,4.72440900
0.12880000,4.72440900
0.12960000,4.72440900
0.13040000,5.11811000
0.13120000,5.51181100
0.13200000,6.29921200
0.13280000,5.90551100
0.13360000,5.90551100
0.13440000,5.90551100
0.13520000,7.08661400
0.13600000,8.66141700
0.13680000,9.44881800
0.13760000,9.84251900
0.13840000,9.44881800
0.13920000,7.87401500
0.14000000,7.48031400
0.14080000,6.29921200
0.14160000,6.29921200
0.14240000,6.69291300
0.14320000,6.69291300
0.14400000,6.69291300
0.14480000,5.51181100
0.14560000,4.72440900
0.14640000,4.72440900
0.14720000,5.11811000
0.14800000,5.90551100
0.14880000,5.90551100
0.14960000,4.33070900
0.15040000,3.14960600
0.15120000,2.36220500
0.15200000,2.36220500
0.15280000,1.96850400
0.15360000,1.96850400
0.15440000,1.18110200
0.15520000,0.00000000
0.15600000,-1.18110200
0.15680000,-1.96850400
0.15760000,-1.96850400
0.15840000,-1.57480300
0.15920000,-1.18110200
0.16000000,-1.57480300
0.16080000,-1.96850400
0.16160000,-3.14960600
0.16240000,-3.93700800
0.16320000,-4.72440900
0.16400000,-4.72440900
0.16480000,-5.51181100
0.16560000,-5.90551100
0.16640000,-7.48031400
0.16720000,-8.26771600
0.16800000,-8.26771600
0.16880000,-7.87401500
0.16960000,-7.48031400
0.17040000,-6.69291300
0.17120000,-6.29921200
0.17200000,-6.69291300
0.17280000,-7.08661400
0.17360000,-7.08661400
0.17440000,-7.48031400
0.17520000,-7.08661400
0.17600000,-7.08661400
0.17680000,-7.08661400
0.17760000,-7.08661400
0.17840000,-7.08661400
0.17920000,-7.08661400
0.18000000,-6.29921200
0.18080000,-5.11811000
0.18160000,-4.33070900
0.18240000,-4.33070900
0.18320000,-4.33070900
0.18400000,-5.11811000
0.18480000,-5.11811000
0.18560000,-5.11811000
0.18640000,-3.93700800
0.18720000,-2.75590500
0.18800000,-1.57480300
0.18880000,-1.18110200
0.18960000,-0.39370070
0.19040000,0.00000000
0.19120000,0.00000000
0.19200000,1.57480300
0.19280000,2.36220500
0.19360000,3.54330700
0.19440000,3.54330700
0.19520000,3.93700800
0.19600000,3.54330700
0.19680000,3.93700800
0.19760000,4.72440900
0.19840000,5.11811000
0.19920000,6.69291300
0.20000000,7.48031400
0.20080000,7.87401500
0.20160000,6.69291300
0.20240000,5.51181100
0.20320000,5.11811000
0.20400000,5.51181100
0.20480000,5.90551100
0.20560000,6.29921200
0.20640000,6.29921200
0.20720000,5.51181100
0.20800000,5.11811000
0.20880000,5.51181100
0.20960000,5.51181100
0.21040000,5.11811000
0.21120000,4.33070900
0.21200000,3.14960600
0.21280000,2.36220500
0.21360000,2.36220500
0.21440000,2.75590500
0.21520000,3.54330700
0.21600000,3.54330700
0.21680000,3.54330700
0.21760000,2.36220500
0.21840000,1.96850400
0.21920000,1.18110200
0.22000000,1.57480300
0.22080000,1.57480300
0.22160000,1.96850400
0.22240000,1.57480300
0.22320000,0.00000000
0.22400000,-1.18110200
0.22480000,-1.96850400
0.22560000,-1.96850400
0.22640000,-1.18110200
0.22720000,-0.39370070
0.22800000,-0.78740150
0.22880000,-1.57480300
0.22960000,-2.75590500
0.23040000,-3.14960600
0.23120000,-2.36220500
0.23200000,-1.57480300
0.23280000,-1.57480300
0.23360000,-1.96850400
0.23440000,-3.54330700
0.23520000,-4.33070900
0.23600000,-4.72440900
0.23680000,-4.33070900
0.23760000,-3.14960600
0.23840000,-2.75590500
0.23920000,-1.96850400
0.24000000,-1.96850400
0.24080000,-2.36220500
0.24160000,-1.96850400
0.24240000,-2.36220500
0.24320000,-1.57480300
0.24400000,-1.96850400
0.24480000,-1.96850400
0.24560000,-2.36220500
0.24640000,-2.36220500
0.24720000,-2.75590500
0.24800000,-2.36220500
0.24880000,-1.96850400
0.24960000,-1.57480300
0.25040000,-1.57480300
0.25120000,-0.78740150
0.25200000,-0.39370070
0.25280000,0.39370070
0.25360000,0.78740150
0.25440000,0.78740150
0.25520000,-0.39370070
0.25600000,-1.57480300
0.25680000,-3.54330700
0.25760000,-4.33070900
0.25840000,-5.11811000
0.25920000,-5.11811000
0.26000000,-3.54330700
0.26080000,-2.75590500
0.26160000,-1.57480300
0.26240000,-0.78740150
0.26320000,-0.39370070
0.26400000,-0.78740150
0.26480000,-0.78740150
0.26560000,-1.57480300
0.26640000,-1.96850400
0.26720000,-2.75590500
0.26800000,-3.93700800
0.26880000,-5.11811000
0.26960000,-5.51181100
0.27040000,-4.72440900
0.27120000,-3.14960600
0.27200000,-1.96850400
0.27280000,0.39370070
0.27360000,1.18110200
0.27440000,1.57480300
0.27520000,1.18110200
0.27600000,0.39370070
0.27680000,0.78740150
0.27760000,1.18110200
0.27840000,1.18110200
0.27920000,0.78740150
0.28000000,0.00000000
0.28080000,-0.78740150
0.28160000,0.00000000
0.28240000,1.18110200
0.28320000,3.54330700
0.28400000,5.51181100
0.28480000,5.51181100
0.28560000,4.72440900
0.28640000,3.54330700
0.28720000,3.54330700
0.28800000,3.54330700
0.28880000,4.72440900
0.28960000,4.72440900
0.29040000,3.93700800
0.29120000,3.54330700
0.29200000,2.75590500
0.29280000,3.54330700
0.29360000,3.93700800
0.29440000,5.90551100
0.29520000,5.90551100
0.29600000,5.51181100
0.29680000,3.93700800
0.29760000,3.14960600
0.29840000,3.14960600
0.29920000,3.54330700
0.30000000,3.54330700
0.30080000,3.54330700
0.30160000,3.14960600
0.30240000,2.36220500
0.30320000,1.57480300
0.30400000,1.96850400
0.30480000,3.14960600
0.30560000,4.33070900
0.30640000,3.93700800
0.30720000,3.14960600
0.30800000,1.57480300
0.30880000,1.18110200
0.30960000,0.39370070
0.31040000,0.00000000
0.31120000,0.00000000
0.31200000,-0.39370070
0.31280000,-1.18110200
0.31360000,-1.96850400
0.31440000,-1.57480300
0.31520000,-1.18110200
0.31600000,-0.39370070
0.31680000,0.00000000
0.31760000,0.39370070
0.31840000,-0.39370070
0.31920000,-1.96850400
0.32000000,-3.14960600
0.32080000,-3.93700800
0.32160000,-4.72440900
0.32240000,-5.11811000
0.32320000,-5.51181100
0.32400000,-6.29921200
0.32480000,-7.08661400
0.32560000,-6.69291300
0.32640000,-6.29921200
0.32720000,-5.11811000
0.32800000,-3.93700800
0.32880000,-3.54330700
0.32960000,-3.93700800
0.33040000,-5.11811000
0.33120000,-6.29921200
0.33200000,-6.69291300
0.33280000,-7.08661400
0.33360000,-7.08661400
0.33440000,-7.08661400
0.33520000,-7.08661400
0.33600000,-7.08661400
0.33680000,-6.69291300
0.33760000,-5.51181100
0.33840000,-3.93700800
0.33920000,-2.36220500
0.34000000,-1.18110200
0.34080000,-1.18110200
0.34160000,-2.36220500
0.34240000,-4.33070900
0.34320000,-5.11811000
0.34400000,-5.51181100
0.34480000,-4.72440900
0.34560000,-4.33070900
0.34640000,-3.54330700
0.34720000,-2.75590500
0.34800000,-2.36220500
0.34880000,-1.18110200
0.34960000,1.18110200
0.35040000,3.54330700
0.35120000,4.72440900
0.35200000,4.72440900
0.35280000,3.54330700
0.35360000,1.57480300
0.35440000,0.00000000
0.35520000,0.39370070
0.35600000,1.57480300
0.35680000,2.75590500
0.35760000,3.14960600
0.35840000,3.14960600
0.35920000,3.93700800
0.36000000,5.51181100
0.36080000,7.08661400
0.36160000,8.66141700
0.36240000,10.62992000
0.36320000,10.62992000
0.36400000,8.66141700
0.36480000,7.87401500
0.36560000,7.08661400
0.36640000,7.48031400
0.36720000,7.87401500
0.36800000,7.87401500
0.36880000,6.69291300
0.36960000,5.11811000
0.37040000,4.72440900
0.37120000,5.51181100
0.37200000,7.48031400
0.37280000,9.05511800
0.37360000,10.23622000
0.37440000,9.44881800
0.37520001,7.87401500
0.37600001,5.90551100
0.37680001,4.72440900
0.37760001,4.33070900
0.37840001,2.75590500
0.37920001,1.57480300
0.38000001,-0.39370070
0.38080001,-2.36220500
0.38160001,-3.93700800
0.38240001,-3.54330700
0.38320001,-1.96850400
0.38400001,0.00000000
0.38480001,1.18110200
0.38560001,1.18110200
0.38640001,0.00000000
0.38720001,-1.57480300
0.38800001,-1.96850400
0.38880001,-2.75590500
0.38960001,-3.54330700
0.39040001,-5.51181100
0.39120001,-7.87401500
0.39200001,-10.62992000
0.39280001,-11.41732000
0.39360001,-11.02362000
0.39440001,-9.44881800
0.39520001,-7.08661400
0.39600001,-5.51181100
0.39680001,-4.72440900
0.39760001,-5.90551100
0.39840001,-6.29921200
0.39920001,-7.08661400
0.40000001,-7.08661400
0.40080001,-7.08661400
0.40160001,-7.87401500
0.40240001,-9.44881800
0.40320001,-11.02362000
0.40400001,-11.81102000
0.40480001,-11.02362000
0.40560001,-9.05511800
0.40640001,-7.08661400
0.40720001,-4.72440900
0.40800001,-4.33070900
0.40880001,-4.33070900
0.40960001,-4.33070900
0.41040001,-3.14960600
0.41120001,-1.96850400
0.41200001,-1.18110200
0.41280001,-0.78740150
0.41360001,-1.57480300
0.41440001,-2.75590500
0.41520001,-3.14960600
0.41600001,-2.36220500
0.41680001,-0.39370070
0.41760001,1.57480300
0.41840001,3.14960600
0.41920001,3.93700800
