Time,Channel A
(us),(mV)

0.00000000,-4.70595500
0.00100000,-9.42728800
0.00200000,-9.42728800
0.00300000,-4.70595500
0.00400000,-4.70595500
0.00500000,-4.70595500
0.00600000,-4.70595500
0.00700000,-4.70595500
0.00800000,-4.70595500
0.00900000,-4.70595500
0.01000000,-4.70595500
0.01100000,-9.42728800
0.01200000,-4.70595500
0.01300000,-4.70595500
0.01400000,-9.42728800
0.01500000,-4.70595500
0.01600000,0.00000000
0.01700000,0.00000000
0.01800000,-4.70595500
0.01900000,-9.42728800
0.02000000,-14.14862000
0.02100000,-9.42728800
0.02200000,-9.42728800
0.02300000,-9.42728800
0.02400000,-9.42728800
0.02500000,-9.42728800
0.02600000,-9.42728800
0.02700000,-9.42728800
0.02800000,-4.70595500
0.02900000,-4.70595500
0.03000000,-14.14862000
0.03100000,-14.14862000
0.03200000,-18.86995000
0.03300000,-14.14862000
0.03400000,-14.14862000
0.03500000,-9.42728800
0.03600000,-9.42728800
0.03700000,-9.42728800
0.03800000,-14.14862000
0.03900000,-14.14862000
0.04000000,-14.14862000
0.04100000,-14.14862000
0.04200000,-14.14862000
0.04300000,-18.86995000
0.04400000,-18.86995000
0.04500000,-14.14862000
0.04600000,-14.14862000
0.04700000,-14.14862000
0.04800000,-14.14862000
0.04900000,-14.14862000
0.05000000,-18.86995000
0.05100000,-18.86995000
0.05200000,-14.14862000
0.05300000,-14.14862000
0.05400000,-18.86995000
0.05500000,-18.86995000
0.05600000,-14.14862000
0.05700000,-14.14862000
0.05800000,-14.14862000
0.05900000,-23.59129000
0.06000000,-23.59129000
0.06100000,-18.86995000
0.06200000,-23.59129000
0.06300000,-23.59129000
0.06400000,-23.59129000
0.06500000,-23.59129000
0.06600000,-23.59129000
0.06700000,-14.14862000
0.06800000,-14.14862000
0.06900000,-9.42728800
0.07000000,-18.86995000
0.07100000,-18.86995000
0.07200000,-18.86995000
0.07300000,-18.86995000
0.07400000,-18.86995000
0.07500000,-23.59129000
0.07600000,-23.59129000
0.07700000,-23.59129000
0.07800000,-23.59129000
0.07900000,-23.59129000
0.08000000,-18.86995000
0.08100000,-18.86995000
0.08200000,-18.86995000
0.08300000,-18.86995000
0.08400000,-18.86995000
0.08500000,-18.86995000
0.08600000,-18.86995000
0.08700000,-18.86995000
0.08800000,-18.86995000
0.08900000,-18.86995000
0.09000000,-18.86995000
0.09100000,-23.59129000
0.09200000,-18.86995000
0.09300000,-18.86995000
0.09400000,-18.86995000
0.09500000,-18.86995000
0.09600000,-18.86995000
0.09700000,-18.86995000
0.09800000,-23.59129000
0.09900000,-18.86995000
0.10000000,-18.86995000
0.10100000,-18.86995000
0.10200000,-23.59129000
0.10300000,-18.86995000
0.10400000,-18.86995000
0.10500000,-18.86995000
0.10600000,-18.86995000
0.10700000,-23.59129000
0.10800000,-18.86995000
0.10900000,-14.14862000
0.11000000,-18.86995000
0.11100000,-23.59129000
0.11200000,-18.86995000
0.11300000,-23.59129000
0.11400000,-18.86995000
0.11500000,-18.86995000
0.11600000,-18.86995000
0.11700000,-18.86995000
0.11800000,-23.59129000
0.11900000,-23.59129000
0.12000000,-18.86995000
0.12100000,-18.86995000
0.12200000,-18.86995000
0.12300000,-18.86995000
0.12400000,-18.86995000
0.12500000,-14.14862000
0.12600000,-18.86995000
0.12700000,-18.86995000
0.12800000,-18.86995000
0.12900000,-18.86995000
0.13000000,-18.86995000
0.13100000,-18.86995000
0.13200000,-14.14862000
0.13300000,-14.14862000
0.13400000,-18.86995000
0.13500000,-18.86995000
0.13600000,-18.86995000
0.13700000,-18.86995000
0.13800000,-18.86995000
0.13900000,-18.86995000
0.14000000,-18.86995000
0.14100000,-14.14862000
0.14200000,-18.86995000
0.14300000,-18.86995000
0.14400000,-14.14862000
0.14500000,-14.14862000
0.14600000,-14.14862000
0.14700000,-14.14862000
0.14800000,-14.14862000
0.14900000,-9.42728800
0.15000000,-14.14862000
0.15100000,-18.86995000
0.15200000,-14.14862000
0.15300000,-9.42728800
0.15400000,-9.42728800
0.15500000,-14.14862000
0.15600000,-9.42728800
0.15700000,-9.42728800
0.15800000,-9.42728800
0.15900000,-9.42728800
0.16000000,-9.42728800
0.16100000,-9.42728800
0.16200000,-9.42728800
0.16300000,-14.14862000
0.16400000,-9.42728800
0.16500000,-4.70595500
0.16600000,-9.42728800
0.16700000,-14.14862000
0.16800000,-9.42728800
0.16900000,-9.42728800
0.17000000,-9.42728800
0.17100000,-9.42728800
0.17200000,-4.70595500
0.17300000,-4.70595500
0.17400000,-9.42728800
0.17500000,-14.14862000
0.17600000,-14.14862000
0.17699999,-9.42728800
0.17799999,-9.42728800
0.17899999,-9.42728800
0.17999999,-9.42728800
0.18099999,-4.70595500
0.18199999,-9.42728800
0.18299999,-9.42728800
0.18399999,-9.42728800
0.18499999,-9.42728800
0.18599999,-9.42728800
0.18699999,-14.14862000
0.18799999,-14.14862000
0.18899999,-9.42728800
0.18999999,-14.14862000
0.19099999,-14.14862000
0.19199999,-14.14862000
0.19299999,-14.14862000
0.19399999,-14.14862000
0.19499999,-18.86995000
0.19599999,-18.86995000
0.19699999,-14.14862000
0.19799999,-18.86995000
0.19899999,-18.86995000
0.19999999,-14.14862000
0.20099999,-14.14862000
0.20199999,-14.14862000
0.20299999,-18.86995000
0.20399999,-18.86995000
0.20499999,-14.14862000
0.20599999,-14.14862000
0.20699999,-18.86995000
0.20799999,-14.14862000
0.20899999,-14.14862000
0.20999999,-14.14862000
0.21099999,-14.14862000
0.21199999,-14.14862000
0.21299999,-14.14862000
0.21399999,-18.86995000
0.21499999,-14.14862000
0.21599999,-14.14862000
0.21699999,-14.14862000
0.21799999,-18.86995000
0.21899999,-18.86995000
0.21999999,-14.14862000
0.22099999,-9.42728800
0.22199999,-18.86995000
0.22299999,-14.14862000
0.22399999,-14.14862000
0.22499999,-9.42728800
0.22599999,-14.14862000
0.22699999,-18.86995000
0.22799999,-18.86995000
0.22899999,-14.14862000
0.22999999,-14.14862000
0.23099999,-14.14862000
0.23199999,-14.14862000
0.23299999,-18.86995000
0.23399999,-18.86995000
0.23499999,-23.59129000
0.23599999,-18.86995000
0.23699999,-14.14862000
0.23799999,-14.14862000
0.23899999,-14.14862000
0.23999999,-14.14862000
0.24099999,-14.14862000
0.24199999,-18.86995000
0.24299999,-14.14862000
0.24399999,-14.14862000
0.24499999,-14.14862000
0.24599999,-14.14862000
0.24699999,-14.14862000
0.24799999,-14.14862000
0.24899999,-18.86995000
0.24999999,-18.86995000
0.25099999,-23.59129000
0.25199999,-18.86995000
0.25299999,-18.86995000
0.25399999,-18.86995000
0.25499999,-18.86995000
0.25599999,-14.14862000
0.25699999,-14.14862000
0.25799999,-18.86995000
0.25899999,-18.86995000
0.25999999,-18.86995000
0.26099999,-18.86995000
0.26199999,-23.59129000
0.26299999,-23.59129000
0.26399999,-18.86995000
0.26499999,-18.86995000
0.26599999,-18.86995000
0.26699999,-18.86995000
0.26799999,-18.86995000
0.26899999,-14.14862000
0.26999999,-18.86995000
0.27099999,-23.59129000
0.27199999,-18.86995000
0.27299999,-18.86995000
0.27399999,-23.59129000
0.27499999,-23.59129000
0.27599999,-18.86995000
0.27699999,-14.14862000
0.27799999,-18.86995000
0.27899999,-18.86995000
0.27999999,-18.86995000
0.28099999,-18.86995000
0.28199999,-18.86995000
0.28299999,-18.86995000
0.28399999,-14.14862000
0.28499999,-14.14862000
0.28599999,-18.86995000
0.28699999,-18.86995000
0.28799999,-18.86995000
0.28899999,-14.14862000
0.28999999,-18.86995000
0.29099999,-14.14862000
0.29199999,-14.14862000
0.29299999,-9.42728800
0.29399999,-18.86995000
0.29499999,-14.14862000
0.29599999,-18.86995000
0.29699999,-14.14862000
0.29799999,-14.14862000
0.29899999,-14.14862000
0.29999999,-14.14862000
0.30099999,-9.42728800
0.30199999,-9.42728800
0.30299999,-14.14862000
0.30399999,-14.14862000
0.30499999,-18.86995000
0.30599999,-18.86995000
0.30699999,-14.14862000
0.30799999,-9.42728800
0.30899999,-4.70595500
0.30999999,-9.42728800
0.31099999,-14.14862000
0.31199999,-14.14862000
0.31299999,-14.14862000
0.31399999,-18.86995000
0.31499999,-18.86995000
0.31599999,-14.14862000
0.31699999,-9.42728800
0.31799999,-14.14862000
0.31899999,-14.14862000
0.31999999,-9.42728800
0.32099999,-9.42728800
0.32199999,-9.42728800
0.32299999,-9.42728800
0.32399999,-14.14862000
0.32499999,-9.42728800
0.32599999,-18.86995000
0.32699999,-14.14862000
0.32799999,-14.14862000
0.32899999,-9.42728800
0.32999999,-9.42728800
0.33099999,-14.14862000
0.33199999,-14.14862000
0.33299999,-14.14862000
0.33399999,-18.86995000
0.33499999,-14.14862000
0.33599999,-9.42728800
0.33699999,-9.42728800
0.33799999,-9.42728800
0.33899999,-9.42728800
0.33999999,-9.42728800
0.34099999,-9.42728800
0.34199999,-18.86995000
0.34299999,-18.86995000
0.34399999,-14.14862000
0.34499999,-18.86995000
0.34599999,-14.14862000
0.34699999,-18.86995000
0.34799999,-9.42728800
0.34899999,-4.70595500
0.34999999,-9.42728800
0.35099999,-9.42728800
0.35199999,-14.14862000
0.35299999,-14.14862000
0.35399999,-14.14862000
0.35499999,-14.14862000
0.35599999,-14.14862000
0.35699999,-9.42728800
0.35799999,-14.14862000
0.35899999,-9.42728800
0.35999999,-14.14862000
0.36099999,-9.42728800
0.36199999,-14.14862000
0.36299999,-23.59129000
0.36399999,-18.86995000
0.36499999,-14.14862000
0.36599999,-14.14862000
0.36699999,-14.14862000
0.36799999,-9.42728800
0.36899999,-9.42728800
0.36999999,-14.14862000
0.37099999,-14.14862000
0.37199999,-14.14862000
0.37299999,-9.42728800
0.37399999,-14.14862000
0.37499999,-14.14862000
0.37599999,-14.14862000
0.37699999,-14.14862000
0.37799999,-9.42728800
0.37899999,-14.14862000
0.37999999,-14.14862000
0.38099999,-9.42728800
0.38199999,-14.14862000
0.38299999,-14.14862000
0.38399999,-18.86995000
0.38499999,-18.86995000
0.38599999,-18.86995000
0.38699999,-14.14862000
0.38799999,-9.42728800
0.38899999,-4.70595500
0.38999999,-14.14862000
0.39099999,-14.14862000
0.39199999,-18.86995000
0.39299999,-18.86995000
0.39399999,-14.14862000
0.39499999,-18.86995000
0.39599999,-14.14862000
0.39699999,-14.14862000
0.39799999,-14.14862000
0.39899999,-14.14862000
0.39999999,-14.14862000
0.40099999,-14.14862000
0.40199999,-14.14862000
0.40299999,-9.42728800
0.40399999,-9.42728800
0.40499999,-9.42728800
0.40599999,-14.14862000
0.40699999,-14.14862000
0.40799999,-18.86995000
0.40899999,-14.14862000
0.40999999,-14.14862000
0.41099999,-18.86995000
0.41199999,-14.14862000
0.41299999,-14.14862000
0.41399999,-18.86995000
0.41499999,-14.14862000
0.41599999,-14.14862000
0.41699999,-14.14862000
0.41799999,-18.86995000
0.41899999,-18.86995000
0.41999999,-14.14862000
0.42099999,-9.42728800
0.42199999,-14.14862000
0.42299999,-14.14862000
0.42399999,-9.42728800
0.42499999,-14.14862000
0.42599999,-14.14862000
0.42699999,-18.86995000
0.42799999,-14.14862000
0.42899999,-14.14862000
0.42999999,-14.14862000
0.43099999,-14.14862000
0.43199999,-9.42728800
0.43299999,-9.42728800
0.43399999,-9.42728800
0.43499999,-14.14862000
0.43599999,-14.14862000
0.43699999,-14.14862000
0.43799999,-18.86995000
0.43899999,-14.14862000
0.43999999,-14.14862000
0.44099999,-9.42728800
0.44199999,-9.42728800
0.44299999,-9.42728800
0.44399999,-9.42728800
0.44499999,-9.42728800
0.44599999,-14.14862000
0.44699999,-14.14862000
0.44799999,-9.42728800
0.44899999,-9.42728800
0.44999999,-9.42728800
0.45099999,-9.42728800
0.45199999,-9.42728800
0.45299999,-9.42728800
0.45399999,-9.42728800
0.45499999,-9.42728800
0.45599999,-9.42728800
0.45699999,-14.14862000
0.45799999,-14.14862000
0.45899999,-14.14862000
0.45999999,-4.70595500
0.46099999,-9.42728800
0.46199999,-9.42728800
0.46299999,-9.42728800
0.46399999,-9.42728800
0.46499999,-9.42728800
0.46599999,-9.42728800
0.46699999,-9.42728800
0.46799999,-9.42728800
0.46899999,-9.42728800
0.46999999,-14.14862000
0.47099999,-9.42728800
0.47199999,-14.14862000
0.47299999,-9.42728800
0.47399999,-9.42728800
0.47499999,-14.14862000
0.47599999,-9.42728800
0.47699999,-9.42728800
0.47799999,-9.42728800
0.47899999,-14.14862000
0.47999999,-9.42728800
0.48099999,-9.42728800
0.48199999,-9.42728800
0.48299999,-14.14862000
0.48399999,-9.42728800
0.48499999,-9.42728800
0.48599999,-14.14862000
0.48699999,-9.42728800
0.48799999,-9.42728800
0.48899999,-14.14862000
0.48999999,-14.14862000
0.49099999,-14.14862000
0.49199999,-9.42728800
0.49299999,-9.42728800
0.49399999,-9.42728800
0.49499999,-9.42728800
0.49599999,-9.42728800
0.49699999,-9.42728800
0.49799999,-9.42728800
0.49899999,-14.14862000
0.49999999,-9.42728800
0.50099999,-9.42728800
0.50199999,-9.42728800
0.50299999,-9.42728800
0.50399999,-9.42728800
0.50499999,-9.42728800
